NUM,PINYIN,EXPECTED (GROUND TRUTH),QWERTY_model-016-23447,NINE_model-014-21074,SWIFTKEY_QWERTY,SWIFTKEY_NINE,FULL_SCORE,QWERTY_model-016-23447 SCORE,NINE_model-014-21074 SCORE,SWIFTKEY_QWERTY SCORE,SWIFTKEY_NINE SCORE
640,woxiangkaizhenduanshuheshoujushenqingbaoxian。,我想开诊断书和收据申请保险。,我想开诊断熟和收局申请保险。,我想来诊断税首据申请保险。,我想开诊断书和收据申请保险。,我想来诊断谁而后路申请保险。,14,12,10,14,9
641,qingbaxiaobianzhuangzaizhelinaguolai。,请把小便装在这里拿过来。,请把小编装在这里拿过来。,请把小便装在这里骂春过来。,请把小便装在这里拿过来。,请把招标装在这里拿过来。,12,11,10,12,10
642,ninyaosuliaodaihaishizhidai。,您要塑料袋还是纸袋。,您要塑料袋海是之待。,您要去料带该是一个词。,您要塑料袋还是纸袋。,您要塑料袋还是纸袋。,10,7,4,10,10
643,tuoersuodesheshibucuoma？,托儿所的设施不错吗？,托尔索的设施不错吗？,托尔索的设实不错吗？,托儿所的设施不错嘛？,托儿所的设施不错嘛？,10,8,7,9,9
644,ninxiujiashidasuanqunar？,您休假时打算去哪儿？,您休假是打算群拿入？,民主家时打算辱哪热,您休假是打算去哪儿？,民主驾驶打算去哪儿？,10,6,4,9,6
645,nenggeiwoyizhanggongjiaocheshijianbiaoma？,能给我一张公交车时间表吗？,能给我一张公交车时间表吗？,能给我一向公交车时间便吗？,能给我一张公交车时间表吗？,能给我一向公交车时间表吗？,13,13,11,13,12
646,shide，jiaodefeichangreqing。,是的，教得非常热情。,是的，叫的非常热情。,是的，叫得非常热情。,使得，叫得非常热情。,使得，见得非常热情。,10,8,9,7,7
647,yishengmashangjiuhuijiaoninde。,医生马上就会叫您的。,医生马上就回较您的。,一生马上就会见您的。,医生马上就会教您的。,医生马上就会怜悯的。,10,8,8,9,8
648,kuaiqingjin，qingsuibianzuo。,快请进，请随便坐。,快情进，请随便坐。,快清紧，青随便作。,快倾尽，请随便做。,快倾尽，请随便做。,9,8,5,6,6
649,zhelishijuminzhuanyongtingchechang。,这里是居民专用停车场。,这里是居民专用停车厂。,这里是居民专总停车长。,这里是居民专用停车场。,这里是居民专用停车场。,11,10,9,11,11
650,wotingbujian，qingnindadiansheng。,我听不见，请您大点声。,我听不见，请您打点声。,我听不见，请您大调声。,我听不见，请您打电声。,我听不见，请您发调升。,11,10,10,9,8
651,yiqianyouguogongzuojingyanma？,以前有过工作经验吗？,以前有过工作经验吗？,以前有过工作经验吗？,以前有过工作经验吗？,以前诱惑工作经验吗？,10,10,10,10,8
652,zuijinnabudianyingbijiaoshouhuanying？,最近哪部电影比较受欢迎？,最近拿部电影比较受欢迎？,最近拿部电影比较授欢迎？,最近那部电影比较受欢迎？,最近那部电影比较受欢迎？,12,11,10,11,11
653,qinggeiwozhentouhetanzi。,请给我枕头和毯子。,请给我枕头和谈子。,请给我自头和桃子。,请给我枕头和摊子。,请给我枕头个桃子。,9,8,7,8,7
654,zhelizaiditushangshinar？,这里在地图上是哪儿？,这里在地图上市哪？,这里在地图上是哪怕,这里在地图上是哪儿？,这里在地图上是哪儿？,10,8,8,10,10
655,zhegexingliwoyaotuoyun。,这个行李我要托运。,这个行理我要拖运。,这个行利我要脱运。,这个行李我要托运。,这个行李我要托运。,9,7,7,9,9
656,womendaonabiandaluqudacheba。,我们到那边大路去打车吧。,我们到那边大录取打车吧。,我们到那边法哭取打车吧。,我们到那边大陆去打车吧。,我们到那边法律去打车吧。,12,10,9,11,10
657,keyiyongwuxianluyouqima？,可以用无线路由器吗？,可以用无线路由起吗？,可以用于线据游气吗？,可以用五线路有起码？,可以用于线路有带的？,10,9,6,6,6
658,haode，keleyeyiqimailai。,好的，可乐也一起买来。,好的，可乐叶一起买来。,好的，科乐也一起开。,好的，可乐也一起买来。,好的，了乐业一起买来。,11,10,8,11,9
659,beizitaizangle，qinghuanyixia。,杯子太脏了，请换一下。,被姿太脏了，请还一下。,被子太忘了，请管一下。,辈子太脏了，请换一下。,被以太网了，请换一下。,11,8,8,10,8
660,qingzhunbeifangshaishuang，maoziheshui。,请准备防晒霜，帽子和水。,请准备放晒霜，帽子喝水。,请准备放晒霜，难易喝水。,请准备防晒霜，帽子和谁。,请准备防晒霜，男子喝水。,12,10,8,11,10
661,keyi，qingshiyongnabiannatai。,可以，请使用那边那台。,可以，请使用那边那台。,可惜，平时用那边码台。,可以，请使用那边那太。,可以，请使用那边那太。,11,11,7,10,10
662,qingbiekeqi，zaichidian。,请别客气，再吃点。,情别客气，再吃点。,清澈克气，再吃点。,请别客气，在吃点。,请别客气，在吃掉。,9,8,6,8,7
663,qingnicongyouyangyundongkaishi。,请你从有氧运动开始。,请你从有杨运动开始。,请年从有望运动开始。,请你从有氧运动开始。,请你从有氧运动开始。,10,9,8,10,10
664,huichengjipiaowoyaobudingqide。,回程机票我要不定期的。,回成机票我要不定期的。,会程里骗我要不定期的。,汇成机票我要不定期的。,会成立前我要不定期的。,11,10,8,9,7
665,nengyongxinyongkafuqianma？,能用信用卡付钱吗？,能用信用开夫前吗？,梦用信用拉夫钱吗？,能用信用卡肤浅吗？,能用信用卡肤浅吗？,9,6,6,7,7
666,xianzaimeiyoukeyijiaoyidefangzi。,现在没有可以交易的房子。,现在没有可以交易的房子。,现在没有了以联易的房子。,现在没有可以交易的房子。,现在没有可以联系的房子。,12,12,10,12,10
667,zhegejiudeyuweibuhao。,这个酒的余味不好。,这个酒得余味不好。,这个酒的无为不好。,这个久的誉为不好。,这个就德语尾部好。,9,8,7,6,4
668,qingdaozherlaichiwancan。,请到这儿来吃晚餐。,请岛这而来吃完餐。,青岛一二来吃早餐。,青岛这儿来吃晚餐。,请到这儿来吃早餐。,9,6,4,7,8
669,putongchicunde，meizhangxiyizhang。,普通尺寸的，每张洗一张。,普通持寸的，每张西衣张。,普通吃错的，没想细一想。,普通尺寸的，每张洗一张。,普通尺寸的，没章子怡想。,12,9,6,12,7
670,zuijinmangdemeishijianxiche。,最近忙得没时间洗车。,最近忙的美时间系车。,最近那的美时间下。,最近忙得没时间洗车。,最近忙得没时间洗车。,10,7,5,10,10
671,chelifachuqiguaideshengyin。,车里发出奇怪的声音。,车离发出奇怪的声音。,别里发出奇怪的声音。,车里发出奇怪的声音。,车里发出奇怪的声音。,10,9,9,10,10
672,woxianggeizhangbeisongjianliwu。,我想给长辈送件礼物。,我想给张被送肩礼物。,我想给想被送监礼遇。,我想给长辈耸肩礼物。,我想给长辈熔炼继续。,10,7,6,8,6
673,yuyuelesigerenyichangde。,预约了四个人一场的。,预约了四个人异常的。,吴约科四个人异常的。,预约了四个人异常的。,预约了四个人异常的。,10,8,6,8,8
674,shiwodeshiwu，wodaoqian。,是我的失误，我道歉。,是我的食物，我道歉。,是我的食物，我道歉。,是我的食物，我道歉。,是我的食物，我道歉。,10,8,8,8,8
675,wenjianmingninyongdeshenme？,文件名您用的什么？,问建明您用的什么？,文健宁民用的什么？,文件名您用的什么？,文件名民用得什么？,9,6,6,9,7
676,ninxuyaobangmangjiugaosuwo。,您需要帮忙就告诉我。,您需要帮忙就告诉我。,您需要帮忙就告诉我。,您需要帮忙就告诉我。,您需要帮忙就告诉我。,10,10,10,10,10
677,yidaolejiugeiwodadianhua。,一到了就给我打电话。,一到了就给我打电话。,一到了留给我打电话。,一到了就给我打电话。,一到了就给我打电话。,10,10,9,10,10
678,wobawohaizishangdetuoersuojieshaogeinin。,我把我孩子上的托儿所介绍给您。,我把我孩子伤的托尔索介绍给您。,我把我孩以上的拓尔孙介绍给民。,我把我孩子上的托儿所介绍给您。,我把我还以上的托儿所介绍给您。,15,12,10,15,13
679,qingbawojiadaodengdaimingdanli。,请把我加到等待名单里。,请把我家道等待名单利。,请把我家到等待名道理。,请把我驾到等待名单里。,请把我驾到等待名单及。,11,8,8,10,9
680,xiexienin，danshiwoyijingyouyuele。,谢谢您，但是我已经有约了。,谢谢您，但是我已经有越了。,谢谢您，但是我已经走学了。,谢谢您，但是我已经有约了。,谢谢您，但是我已经有学科。,13,12,11,13,11
681,qingshangwuchitanshuihuahewu。,请上午吃碳水化合物。,情商午吃谈水化合物。,青上无碍关水化合物。,请上午吃贪睡化合物。,请上午爱关税化合物。,10,7,6,8,7
682,nindadedianhuashiduoshaohao？,您打的电话是多少号？,您打的电话是多少好？,您法的电话是多少高？,您打的电话是多少号？,民法的电话是多少号？,10,9,8,10,8
683,woshenmeshihouhuanjiuxing？,我什么时候还就行？,我什么时候还就行？,我什么时候还就行？,我什么时候还就行？,我什么时候还流行？,9,9,9,9,8
684,buzhidaogaizenmehuida。,不知道该怎么回答。,不知道该怎么回答。,不知道该怎么回答。,不知道该怎么回答。,不知道该怎么回答。,9,9,9,9,9
685,hao，qingbatouchaoyoubianzhuanyidian。,好，请把头朝右边转一点。,好，请把头潮右边转一点。,好，请把头标有边转谈一点。,好，请把头朝有编撰一点。,好，请把投标有编撰一点。,12,11,9,9,7
686,shenmeshihoukeyilaiqu？,什么时候可以来取？,什么时候可以赖去？,什么时候可以开去？,什么时候可以来去？,什么时候可以来去？,9,7,7,8,8
687,woxiangwanghanguodajiaorendianhua。,我想往韩国打叫人电话。,我想往韩国大叫人电话。,我想王韩国大连人电话。,我向往韩国打搅人电话。,我向往韩国打恋人电话。,11,10,8,9,9
688,wohenzaojiuyigerenle。,我很早就一个人了。,我很早就一个人了。,我很早就一个人了。,我很早就一个人了。,我很早就一个人了。,9,9,9,9,9
689,wangluoyinhangyeyiqishenqing。,网络银行也一起申请。,网络银航也一起申请。,网络银岗也一起申请。,网络银行业一起申请。,网络银行业一起申请。,10,9,9,9,9
690,woxiangjiuwodexuefengennintantan。,我想就我的学分跟您谈谈。,我想就我的学分跟您谈谈。,我想就我的学等很您谈谈。,我想就我的学风嗯您谈谈。,我想留我的学风东欧波涛。,12,12,10,10,6
691,yaoshinigengjianuligaiduohao。,要是你更加努力该多好。,要是你更加努力改多好。,要是你更加努力海负年。,要是你更加努力该多好。,要是你更加努力还负面。,11,10,8,11,8
692,wozuilejiuhuibianchenglingwaiyigeren。,我醉了就会变成另外一个人。,我最了就会变成另外一个人。,我最了就会变成另外一个人。,我最了就会变成另外一个人。,我最了就会变成另外一个人。,13,12,12,12,12
693,jiexialai，womenjinxingxiayigezhuti。,接下来，我们进行下一个主题。,接下来，我们进行下一个主题。,接下来，我们进行下一个主题。,接下来，我们进行下一个主题。,接下来，我们进行下一个主题。,14,14,14,14,14
694,ninhedongdaozhuzenmerenshide？,您和东道主怎么认识的？,您和东道竹怎么认识的？,名东道主怎么认识的？,您和东道主怎么认识的？,名分你翻修怎么认识的？,11,10,9,11,6
695,xianzaiguangboshuoshinayizhan？,现在广播说是哪一站？,现在广播说是哪一站？,现在还说是哪一战？,现在广播说是哪一站？,现在广播说是哪一笑？,10,10,7,10,9
696,youzhiliangwentigeihuanma？,有质量问题给换吗？,有质量问题给缓吗？,有质量问题给管吗？,有质量问题给换吗？,有质量问题给惯那？,9,8,8,9,7
697,shia，tingshuoshanggexingqirihundaole。,是啊，听说上个星期日昏倒了。,是啊，听说上个星期日昏倒了。,是啊，听说上个星期期活蛋了。,是啊，听说上个星期日昏倒了。,是啊，听说上个星期四滚蛋了。,14,14,11,14,11
698,hao，qingzaigeiwodaoyibei。,好，请再给我倒一杯。,好，请再给我到一辈。,好，请在给我倒一倍。,好，请再给我到一杯。,好，请再给我到西北。,10,8,8,9,7
699,xiexienin，duokuilenindeguli。,谢谢您，多亏了您的鼓励。,谢谢您，多亏了您的鼓励。,谢谢您，多亏了您的鼓励。,谢谢您，多亏了您的鼓励。,谢谢您，多亏了您的鼓励。,12,12,12,12,12
700,woshichisude，qinggeiwotuijianyixia。,我是吃素的，请给我推荐一下。,我是吃素的，请给我推荐一下。,我是吃去的，请给我提荐一下。,我是吃素的，请给我推荐一下。,我是吃素的，请给我推荐一下。,14,14,12,14,14
701,nabenshuwokanlehaojibian。,那本书我看了好几遍。,那本书我看了好几遍。,那笨书我看了好几遍案。,那本书我看了好几遍。,那本书我看了好几遍。,10,10,8,10,10
702,chufayanwuleduochangshijian？,出发延误了多长时间？,出发言误了多长时间？,处罚遭遇了多长时间？,出发延误了多长时间？,出发遭遇了多长时间？,10,9,6,10,8
703,woxiangqingyiqiangeiwozuoguodemeifashizuo。,我想请以前给我做过的美发师做。,我想轻以前给我做过的美法事作。,我想轻以前给我做过得没法是做。,我想请以前给我做过的没法是做。,我想请以前给我做过的没法是做。,15,11,10,12,12
704,jintianwanshangxiangbuxiangqudianyingyuan？,今天晚上想不想去电影院？,今天晚上想不想去电影院？,今天晚上涨不想去电影员？,今天晚上想不想去电影院？,今天晚上想不想去电影院？,12,12,10,12,12
